Debtor_ID,Debtor_Name,Billing_Month,Original_Debt,Amount_Paid,Cost_To_Acquire,Is_Blacklisted,Has_External_Debts,Remaining_Balance,Net_Profit,Days_Past_Due,Critical_Alert,Risk_Tier
54,Debtor_0054,2025-07-01,9523.97,4532.56,217.76,FALSE,TRUE,4991.41,4314.8,388,TRUE,Critical
55,Debtor_0055,2025-01-01,947.77,314.85,176.05,FALSE,FALSE,632.92,138.8,569,FALSE,Watch
56,Debtor_0056,2025-04-01,9111.15,1170.84,223.69,FALSE,FALSE,7940.31,947.15,479,FALSE,Watch
57,Debtor_0057,2025-03-01,8288.68,4848.1,56.88,FALSE,FALSE,3440.58,4791.22,510,FALSE,Watch
58,Debtor_0058,2025-01-01,2469.54,1346.57,139.78,FALSE,FALSE,1122.97,1206.79,569,FALSE,Watch
59,Debtor_0059,2025-12-01,3502.51,746.04,82.3,FALSE,TRUE,2756.47,663.74,235,TRUE,Critical
60,Debtor_0060,2025-01-01,6415.75,605.04,188.88,FALSE,FALSE,5810.71,416.16,569,FALSE,Watch
61,Debtor_0061,2025-04-01,8269.48,3741.19,309.67,FALSE,FALSE,4528.29,3431.52,479,FALSE,Watch
62,Debtor_0062,2025-09-01,11802.4,3740.51,214.27,FALSE,FALSE,8061.89,3526.24,326,FALSE,Watch
63,Debtor_0063,2025-02-01,9234.76,4292.85,69.6,FALSE,FALSE,4941.91,4223.25,538,FALSE,Watch
64,Debtor_0064,2025-11-01,7014.62,945.05,321.73,FALSE,FALSE,6069.57,623.32,265,FALSE,Watch
65,Debtor_0065,2025-10-01,10271.43,1952.57,389.64,TRUE,FALSE,8318.86,1562.93,296,TRUE,Severe
66,Debtor_0066,2025-09-01,2678.95,1842.39,395.56,FALSE,FALSE,836.56,1446.83,326,FALSE,Watch
67,Debtor_0067,2025-05-01,3619.8,1827.53,76.52,FALSE,FALSE,1792.27,1751.01,449,FALSE,Watch
68,Debtor_0068,2025-08-01,10023.82,5553.12,45.35,TRUE,FALSE,4470.7,5507.77,357,TRUE,Critical
69,Debtor_0069,2025-03-01,8471.86,3665.89,213.53,FALSE,TRUE,4805.97,3452.36,510,TRUE,Critical
70,Debtor_0070,2025-10-01,3266.26,175.5,439.04,FALSE,FALSE,3090.76,-263.54,296,FALSE,Watch
71,Debtor_0071,2025-02-01,994.37,483.51,244.62,FALSE,FALSE,510.86,238.89,538,FALSE,Watch
72,Debtor_0072,2025-07-01,2115.51,1501.56,447.81,TRUE,TRUE,613.95,1053.75,388,TRUE,Critical
73,Debtor_0073,2025-04-01,2988.43,2677.12,242.9,FALSE,FALSE,311.31,2434.22,479,FALSE,Watch
74,Debtor_0074,2025-09-01,6013.08,737.74,90.44,TRUE,TRUE,5275.34,647.3,326,TRUE,Severe
75,Debtor_0075,2025-11-01,2770.22,435.19,269.76,TRUE,FALSE,2335.03,165.43,265,TRUE,Critical
76,Debtor_0076,2025-12-01,8772.59,2094.47,138.11,FALSE,FALSE,6678.12,1956.36,235,FALSE,Watch
77,Debtor_0077,2025-10-01,590.67,102.38,337.35,FALSE,FALSE,488.29,-234.97,296,FALSE,Watch
78,Debtor_0078,2025-11-01,4818.13,1209.74,362.27,FALSE,FALSE,3608.39,847.47,265,FALSE,Watch
79,Debtor_0079,2025-01-01,6415.69,2274.2,224.41,FALSE,FALSE,4141.49,2049.79,569,FALSE,Watch
80,Debtor_0080,2025-01-01,518.06,77.19,232.32,TRUE,FALSE,440.87,-155.13,569,TRUE,Critical
81,Debtor_0081,2025-04-01,7188.45,3071.73,204.76,FALSE,FALSE,4116.72,2866.97,479,FALSE,Watch
82,Debtor_0082,2025-10-01,2315.91,877.97,409.97,FALSE,FALSE,1437.94,468,296,FALSE,Watch
83,Debtor_0083,2025-05-01,4628.83,2450.91,271.11,FALSE,FALSE,2177.92,2179.8,449,FALSE,Watch
84,Debtor_0084,2025-12-01,7924.77,3244.54,323.31,FALSE,FALSE,4680.23,2921.23,235,FALSE,Watch
85,Debtor_0085,2025-11-01,9421.97,3461.24,176.23,TRUE,FALSE,5960.73,3285.01,265,TRUE,Severe
86,Debtor_0086,2025-09-01,6981.94,5474,78.89,FALSE,TRUE,1507.94,5395.11,326,TRUE,Critical
87,Debtor_0087,2025-03-01,3187.59,1105.79,424.54,FALSE,FALSE,2081.8,681.25,510,FALSE,Watch
88,Debtor_0088,2025-05-01,1534.78,209.17,315.12,FALSE,TRUE,1325.61,-105.95,449,TRUE,Critical
89,Debtor_0089,2025-05-01,1484.54,742.33,46.15,FALSE,TRUE,742.21,696.18,449,TRUE,Critical
90,Debtor_0090,2025-02-01,4010.01,1264.97,86.38,TRUE,FALSE,2745.04,1178.59,538,TRUE,Critical
91,Debtor_0091,2025-09-01,8175.4,2267.96,387.59,FALSE,FALSE,5907.44,1880.37,326,FALSE,Watch
92,Debtor_0092,2025-03-01,502.75,85.93,223.2,TRUE,FALSE,416.82,-137.27,510,TRUE,Critical
93,Debtor_0093,2025-08-01,2898.55,1482.44,204.77,TRUE,FALSE,1416.11,1277.67,357,TRUE,Critical
94,Debtor_0094,2025-12-01,11229.89,4011.39,217.21,FALSE,FALSE,7218.5,3794.18,235,FALSE,Watch
95,Debtor_0095,2025-02-01,11144.91,5961.23,312.08,FALSE,FALSE,5183.68,5649.15,538,FALSE,Watch
96,Debtor_0096,2025-11-01,8942.08,3065.2,114.77,FALSE,FALSE,5876.88,2950.43,265,FALSE,Watch
97,Debtor_0097,2025-08-01,4330.33,1075.82,383.72,FALSE,FALSE,3254.51,692.1,357,FALSE,Watch
98,Debtor_0098,2025-12-01,6423.23,2145.11,416.12,TRUE,FALSE,4278.12,1728.99,235,TRUE,Critical
99,Debtor_0099,2025-02-01,9055.71,5899.06,367.3,FALSE,FALSE,3156.65,5531.76,538,FALSE,Watch
100,Debtor_0100,2025-06-01,7620.33,1134.99,246.25,FALSE,FALSE,6485.34,888.74,418,FALSE,Watch
101,Debtor_0101,2025-10-01,7701.82,2230.61,144.33,FALSE,FALSE,5471.21,2086.28,296,FALSE,Watch
102,Debtor_0102,2025-01-01,2997.31,1002.68,313.57,FALSE,TRUE,1994.63,689.11,569,TRUE,Critical
103,Debtor_0103,2025-04-01,2990.52,916.46,425.85,FALSE,FALSE,2074.06,490.61,479,FALSE,Watch
104,Debtor_0104,2025-08-01,4972.87,1960.83,442.11,FALSE,TRUE,3012.04,1518.72,357,TRUE,Critical
105,Debtor_0105,2025-08-01,11338.24,5245.76,61.44,FALSE,TRUE,6092.48,5184.32,357,TRUE,Severe
106,Debtor_0106,2025-03-01,11569.99,2234.74,196.79,FALSE,TRUE,9335.25,2037.95,510,TRUE,Severe
107,Debtor_0107,2025-09-01,9008.34,2108.23,370.53,FALSE,FALSE,6900.11,1737.7,326,FALSE,Watch
108,Debtor_0108,2025-10-01,8932.33,5937.46,264.63,FALSE,FALSE,2994.87,5672.83,296,FALSE,Watch
109,Debtor_0109,2025-06-01,6661.25,4874.47,164.83,FALSE,TRUE,1786.78,4709.64,418,TRUE,Critical
110,Debtor_0110,2025-03-01,526.14,383.75,204.94,FALSE,FALSE,142.39,178.81,510,FALSE,Watch
111,Debtor_0111,2025-01-01,7502.78,916.52,51.31,FALSE,FALSE,6586.26,865.21,569,FALSE,Watch
112,Debtor_0112,2025-04-01,10123.22,6779.31,388.09,FALSE,TRUE,3343.91,6391.22,479,TRUE,Critical
113,Debtor_0113,2025-12-01,9142.51,3595.93,52.72,FALSE,FALSE,5546.58,3543.21,235,FALSE,Watch
114,Debtor_0114,2025-09-01,5706.41,3342.13,307.44,FALSE,FALSE,2364.28,3034.69,326,FALSE,Watch
115,Debtor_0115,2025-01-01,6661.58,1251.66,284.7,FALSE,FALSE,5409.92,966.96,569,FALSE,Watch
116,Debtor_0116,2025-11-01,6679.83,1109.95,168.17,FALSE,FALSE,5569.88,941.78,265,FALSE,Watch
117,Debtor_0117,2025-06-01,515.88,212.73,444.63,FALSE,FALSE,303.15,-231.9,418,FALSE,Watch
118,Debtor_0118,2025-04-01,4590.16,685.92,379.86,FALSE,FALSE,3904.24,306.06,479,FALSE,Watch
119,Debtor_0119,2025-09-01,7539.53,3381.67,289.16,FALSE,FALSE,4157.86,3092.51,326,FALSE,Watch
120,Debtor_0120,2025-12-01,10032.83,7439.05,96.63,FALSE,TRUE,2593.78,7342.42,235,TRUE,Critical
121,Debtor_0121,2025-08-01,4602.3,813.83,397.08,FALSE,FALSE,3788.47,416.75,357,FALSE,Watch
122,Debtor_0122,2025-06-01,5222.3,1212.52,276.61,FALSE,FALSE,4009.78,935.91,418,FALSE,Watch
123,Debtor_0123,2025-12-01,7094.97,2921.22,367.66,FALSE,FALSE,4173.75,2553.56,235,FALSE,Watch
124,Debtor_0124,2025-06-01,7281.3,1308.29,51.56,TRUE,FALSE,5973.01,1256.73,418,TRUE,Severe
125,Debtor_0125,2025-01-01,8776.06,2704.78,145.11,TRUE,TRUE,6071.28,2559.67,569,TRUE,Severe
126,Debtor_0126,2025-11-01,5042.19,3183.21,350.27,FALSE,FALSE,1858.98,2832.94,265,FALSE,Watch
127,Debtor_0127,2025-11-01,11070.85,7275.31,380.28,FALSE,TRUE,3795.54,6895.03,265,TRUE,Critical
128,Debtor_0128,2025-09-01,11569.56,5779.63,254.72,FALSE,FALSE,5789.93,5524.91,326,FALSE,Watch
129,Debtor_0129,2025-02-01,3185.52,1231.33,301.55,FALSE,FALSE,1954.19,929.78,538,FALSE,Watch
130,Debtor_0130,2025-11-01,8831.72,6025.46,240.04,TRUE,TRUE,2806.26,5785.42,265,TRUE,Critical
131,Debtor_0131,2025-03-01,10891.8,6701.63,278.55,FALSE,TRUE,4190.17,6423.08,510,TRUE,Critical
132,Debtor_0132,2025-01-01,7439.95,2627.56,81.15,FALSE,FALSE,4812.39,2546.41,569,FALSE,Watch
133,Debtor_0133,2025-11-01,7762.33,3224.32,385.06,FALSE,FALSE,4538.01,2839.26,265,FALSE,Watch
134,Debtor_0134,2025-01-01,11279.94,6210.19,205.02,FALSE,FALSE,5069.75,6005.17,569,FALSE,Watch
135,Debtor_0135,2025-01-01,10280.55,4230.84,356.77,FALSE,FALSE,6049.71,3874.07,569,FALSE,Watch
136,Debtor_0136,2025-08-01,7167.94,3154.47,430.1,FALSE,FALSE,4013.47,2724.37,357,FALSE,Watch
137,Debtor_0137,2025-11-01,9946.15,5095.4,148.84,FALSE,FALSE,4850.75,4946.56,265,FALSE,Watch
138,Debtor_0138,2025-02-01,1807.76,551.71,380.01,FALSE,FALSE,1256.05,171.7,538,FALSE,Watch
139,Debtor_0139,2025-01-01,9291.84,6917.6,308,FALSE,FALSE,2374.24,6609.6,569,FALSE,Watch
140,Debtor_0140,2025-07-01,7671.55,4009.98,367.39,FALSE,FALSE,3661.57,3642.59,388,FALSE,Watch
141,Debtor_0141,2025-06-01,2207.14,314.56,116.32,FALSE,FALSE,1892.58,198.24,418,FALSE,Watch
142,Debtor_0142,2025-02-01,1423.04,1084.04,349.43,FALSE,FALSE,339,734.61,538,FALSE,Watch
143,Debtor_0143,2025-05-01,5836.8,4192.02,341.73,FALSE,FALSE,1644.78,3850.29,449,FALSE,Watch
144,Debtor_0144,2025-01-01,9462.73,5850.08,348.23,TRUE,FALSE,3612.65,5501.85,569,TRUE,Critical
145,Debtor_0145,2025-09-01,8935.57,772.04,176.37,FALSE,FALSE,8163.53,595.67,326,FALSE,Watch
146,Debtor_0146,2025-07-01,9898.15,2644.58,63.59,TRUE,FALSE,7253.57,2580.99,388,TRUE,Severe
147,Debtor_0147,2025-02-01,2456.87,1393.66,316.51,FALSE,TRUE,1063.21,1077.15,538,TRUE,Critical
148,Debtor_0148,2025-12-01,11364.28,4670.85,57.04,FALSE,FALSE,6693.43,4613.81,235,FALSE,Watch
149,Debtor_0149,2025-04-01,3876.67,1899.67,303.86,FALSE,TRUE,1977,1595.81,479,TRUE,Critical
150,Debtor_0150,2025-07-01,2214.33,2092.39,162.84,FALSE,FALSE,121.94,1929.55,388,FALSE,Watch
151,Debtor_0151,2025-10-01,8772.85,1898.92,201.31,FALSE,FALSE,6873.93,1697.61,296,FALSE,Watch
152,Debtor_0152,2025-03-01,4226.99,191.08,418.64,FALSE,FALSE,4035.91,-227.56,510,FALSE,Watch
153,Debtor_0153,2025-07-01,9456.31,4448.18,318.48,FALSE,FALSE,5008.13,4129.7,388,FALSE,Watch
154,Debtor_0154,2025-05-01,5036.07,1221.05,334.19,FALSE,FALSE,3815.02,886.86,449,FALSE,Watch
155,Debtor_0155,2025-08-01,8303.82,4286.23,334.03,FALSE,TRUE,4017.59,3952.2,357,TRUE,Critical
156,Debtor_0156,2025-06-01,9421.99,2050.37,133.55,FALSE,FALSE,7371.62,1916.82,418,FALSE,Watch
157,Debtor_0157,2025-05-01,2660.49,982.79,207.6,TRUE,TRUE,1677.7,775.19,449,TRUE,Critical
158,Debtor_0158,2025-05-01,834.49,239.62,274.16,FALSE,TRUE,594.87,-34.54,449,TRUE,Critical
159,Debtor_0159,2025-02-01,2060.71,739.95,400.57,FALSE,FALSE,1320.76,339.38,538,FALSE,Watch
160,Debtor_0160,2025-09-01,8321.89,5230.95,283.82,FALSE,FALSE,3090.94,4947.13,326,FALSE,Watch
161,Debtor_0161,2025-03-01,11250.46,4777.46,416.44,FALSE,FALSE,6473,4361.02,510,FALSE,Watch
162,Debtor_0162,2025-03-01,6830.68,619.16,184.07,TRUE,TRUE,6211.52,435.09,510,TRUE,Severe
163,Debtor_0163,2025-09-01,7420.31,2959.53,144.14,FALSE,TRUE,4460.78,2815.39,326,TRUE,Critical
164,Debtor_0164,2025-11-01,2765.44,1662.02,332.79,FALSE,FALSE,1103.42,1329.23,265,FALSE,Watch
165,Debtor_0165,2025-11-01,6655.22,2727.41,129.57,FALSE,FALSE,3927.81,2597.84,265,FALSE,Watch
166,Debtor_0166,2025-07-01,2564.89,1524.04,221.78,FALSE,FALSE,1040.85,1302.26,388,FALSE,Watch
167,Debtor_0167,2025-10-01,5696.69,2072.82,325.45,FALSE,FALSE,3623.87,1747.37,296,FALSE,Watch
168,Debtor_0168,2025-01-01,4146.11,1598.64,316.14,FALSE,FALSE,2547.47,1282.5,569,FALSE,Watch
169,Debtor_0169,2025-02-01,1836.01,965.6,114.02,FALSE,FALSE,870.41,851.58,538,FALSE,Watch
170,Debtor_0170,2025-04-01,2640.17,374.76,340.02,FALSE,FALSE,2265.41,34.74,479,FALSE,Watch
171,Debtor_0171,2025-01-01,8891.9,3482.37,173.89,FALSE,TRUE,5409.53,3308.48,569,TRUE,Severe
172,Debtor_0172,2025-10-01,5236.53,2002.15,184.49,FALSE,FALSE,3234.38,1817.66,296,FALSE,Watch
173,Debtor_0173,2025-12-01,5261.57,1200.17,363.49,FALSE,FALSE,4061.4,836.68,235,FALSE,Watch
174,Debtor_0174,2025-08-01,6023.57,1064.65,189.46,TRUE,FALSE,4958.92,875.19,357,TRUE,Critical
175,Debtor_0175,2025-08-01,5416.19,1376.83,156.1,FALSE,TRUE,4039.36,1220.73,357,TRUE,Critical
176,Debtor_0176,2025-06-01,2069.64,1146.74,146.85,FALSE,FALSE,922.9,999.89,418,FALSE,Watch
177,Debtor_0177,2025-06-01,9983.81,3002.44,51.04,FALSE,FALSE,6981.37,2951.4,418,FALSE,Watch
178,Debtor_0178,2025-03-01,7311.5,1630.3,309.08,TRUE,FALSE,5681.2,1321.22,510,TRUE,Severe
179,Debtor_0179,2025-10-01,9635.57,4255.38,346.18,FALSE,FALSE,5380.19,3909.2,296,FALSE,Watch
180,Debtor_0180,2025-01-01,9343.87,1340.29,298.77,FALSE,FALSE,8003.58,1041.52,569,FALSE,Watch
181,Debtor_0181,2025-10-01,11057.65,7489.4,62.35,FALSE,FALSE,3568.25,7427.05,296,FALSE,Watch
182,Debtor_0182,2025-07-01,10420.24,2975.44,256.19,FALSE,FALSE,7444.8,2719.25,388,FALSE,Watch
183,Debtor_0183,2025-09-01,4145.22,1858.28,75.99,TRUE,FALSE,2286.94,1782.29,326,TRUE,Critical
184,Debtor_0184,2025-08-01,3481.5,1437.36,150.82,FALSE,FALSE,2044.14,1286.54,357,FALSE,Watch
185,Debtor_0185,2025-02-01,9036.06,3613.88,40.52,FALSE,TRUE,5422.18,3573.36,538,TRUE,Severe
186,Debtor_0186,2025-04-01,9094.65,1956.38,329.67,FALSE,FALSE,7138.27,1626.71,479,FALSE,Watch
187,Debtor_0187,2025-04-01,11055.9,7774.14,366.8,FALSE,FALSE,3281.76,7407.34,479,FALSE,Watch
188,Debtor_0188,2025-08-01,9621.7,3925.09,95.06,FALSE,FALSE,5696.61,3830.03,357,FALSE,Watch
189,Debtor_0189,2025-01-01,2033.29,433.52,285.64,FALSE,TRUE,1599.77,147.88,569,TRUE,Critical
190,Debtor_0190,2025-10-01,3809.12,1458.46,187.28,FALSE,FALSE,2350.66,1271.18,296,FALSE,Watch
191,Debtor_0191,2025-05-01,2738.78,1636.03,318.01,FALSE,TRUE,1102.75,1318.02,449,TRUE,Critical
192,Debtor_0192,2025-01-01,9517.26,2842.48,190.03,FALSE,FALSE,6674.78,2652.45,569,FALSE,Watch
193,Debtor_0193,2025-01-01,1982.03,446.94,368.36,FALSE,TRUE,1535.09,78.58,569,TRUE,Critical
194,Debtor_0194,2025-10-01,1984.53,870.97,444.68,TRUE,FALSE,1113.56,426.29,296,TRUE,Critical
195,Debtor_0195,2025-04-01,1330.91,881.34,238.14,FALSE,FALSE,449.57,643.2,479,FALSE,Watch
196,Debtor_0196,2025-09-01,1110.99,424.09,72.27,FALSE,TRUE,686.9,351.82,326,TRUE,Critical
197,Debtor_0197,2025-06-01,6616.56,802.32,95.13,FALSE,FALSE,5814.24,707.19,418,FALSE,Watch
198,Debtor_0198,2025-03-01,1791.54,237.99,406.68,FALSE,FALSE,1553.55,-168.69,510,FALSE,Watch
199,Debtor_0199,2025-09-01,9046.66,2046.58,332.55,FALSE,FALSE,7000.08,1714.03,326,FALSE,Watch
200,Debtor_0200,2025-08-01,8910.13,2461.52,398.41,FALSE,FALSE,6448.61,2063.11,357,FALSE,Watch
201,Debtor_0201,2025-12-01,10678.85,4214.3,410.55,FALSE,TRUE,6464.55,3803.75,235,TRUE,Severe
202,Debtor_0202,2025-07-01,6446.78,3717.98,235.69,FALSE,FALSE,2728.8,3482.29,388,FALSE,Watch
203,Debtor_0203,2025-09-01,10297.21,3054.45,67.38,FALSE,FALSE,7242.76,2987.07,326,FALSE,Watch
204,Debtor_0204,2025-08-01,5592.16,912.62,335.15,TRUE,FALSE,4679.54,577.47,357,TRUE,Critical
205,Debtor_0205,2025-03-01,2315.62,1295.74,151.49,FALSE,FALSE,1019.88,1144.25,510,FALSE,Watch
206,Debtor_0206,2025-04-01,5586.73,2630.55,173.9,FALSE,FALSE,2956.18,2456.65,479,FALSE,Watch
207,Debtor_0207,2025-03-01,11628.94,8212.51,197.87,FALSE,FALSE,3416.43,8014.64,510,FALSE,Watch
208,Debtor_0208,2025-07-01,6072.76,511.21,175.59,FALSE,FALSE,5561.55,335.62,388,FALSE,Watch
209,Debtor_0209,2025-01-01,3403.27,1436.47,80.42,FALSE,FALSE,1966.8,1356.05,569,FALSE,Watch
210,Debtor_0210,2025-12-01,3486.43,2632.32,278.28,TRUE,FALSE,854.11,2354.04,235,TRUE,Critical
211,Debtor_0211,2025-08-01,6733.18,3980.96,350.04,FALSE,FALSE,2752.22,3630.92,357,FALSE,Watch
212,Debtor_0212,2025-05-01,7973.57,1704.13,251.97,FALSE,TRUE,6269.44,1452.16,449,TRUE,Severe
213,Debtor_0213,2025-06-01,4368.82,2592.91,152.56,FALSE,FALSE,1775.91,2440.35,418,FALSE,Watch
214,Debtor_0214,2025-04-01,1200.92,247.66,222.29,TRUE,TRUE,953.26,25.37,479,TRUE,Critical
215,Debtor_0215,2025-11-01,5690.07,1664.02,407.2,FALSE,FALSE,4026.05,1256.82,265,FALSE,Watch
216,Debtor_0216,2025-08-01,10145.68,3344.6,417.73,FALSE,FALSE,6801.08,2926.87,357,FALSE,Watch
217,Debtor_0217,2025-12-01,7108.33,4403.1,253.75,FALSE,TRUE,2705.23,4149.35,235,TRUE,Critical
218,Debtor_0218,2025-12-01,4563.53,1503.25,354,FALSE,FALSE,3060.28,1149.25,235,FALSE,Watch
219,Debtor_0219,2025-12-01,6795.4,655.77,354.36,FALSE,FALSE,6139.63,301.41,235,FALSE,Watch
220,Debtor_0220,2025-09-01,10766.26,2267.48,383.67,FALSE,FALSE,8498.78,1883.81,326,FALSE,Watch
221,Debtor_0221,2025-08-01,6134.89,1027.31,425.71,TRUE,TRUE,5107.58,601.6,357,TRUE,Severe
222,Debtor_0222,2025-03-01,2473.77,706.54,213.34,FALSE,TRUE,1767.23,493.2,510,TRUE,Critical
223,Debtor_0223,2025-03-01,6744.86,2151.26,287.94,FALSE,FALSE,4593.6,1863.32,510,FALSE,Watch
224,Debtor_0224,2025-10-01,11556.88,4185.85,130.28,FALSE,TRUE,7371.03,4055.57,296,TRUE,Severe
